bin_id,marker_lineage,ml_uid,completeness,contamination,strain_het,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",aa_percent,translation_table,red_value,warnings
CarAnox_mtb2-128,c__Deltaproteobacteria,(UID3216),98.71,1.29,50.0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__,,,,,,GCF_000307105.1,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__Desulfobacula toluolica,78.01,0.23,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__,Placement,taxonomic classification fully defined by topology,"GCA_001799395.1, s__Desulfobacula sp001799395, 95.0, 76.81, 0.14",95.62,11.0,0.9507650397830001,
CarAnox_mtb2-979,k__Bacteria,(UID2328),98.67,0.0,0.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__Izemoplasma_B;s__,,,,,,GCF_000755705.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__Izemoplasma_B;s__Izemoplasma_B sp000755705,77.33,0.17,d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__;s__,Placement,taxonomic novelty determined using RED,,93.65,11.0,0.8761319166249999,
CarAnox_mtb2-1099,p__Bacteroidetes,(UID2605),98.57,1.9,0.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__,,,,,,GCA_002748055.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__GCA-2748055 sp002748055,76.2,0.08,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,97.44,11.0,0.909778962672,
CarAnox_mtb2-773,c__Alphaproteobacteria,(UID3305),98.48,1.09,33.33,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA11136;f__UBA11136;g__UBA11136;s__,,,,,,GCA_002686135.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA11136;f__UBA11136;g__UBA11136;s__UBA11136 sp002686135,85.36,0.81,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA11136;f__UBA11136;g__;s__,Placement,taxonomic novelty determined using RED,,98.31,11.0,0.92238517347,
CarAnox_mtb2-824,k__Bacteria,(UID2569),98.39,2.69,0.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,98.27,11.0,0.7603158156000001,
CarAnox_mtb2-589,k__Bacteria,(UID2569),98.39,1.08,80.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BM520;g__;s__,,,,,,,,,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,98.75,11.0,0.772272291232,
CarAnox_mtb2-1428,c__Deltaproteobacteria,(UID3216),98.39,0.65,0.0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__,Placement,taxonomic novelty determined using RED,,95.3,11.0,0.9174504650299999,
CarAnox_mtb2-189,k__Bacteria,(UID2495),98.29,1.65,0.0,d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__AABM5-125-24;f__AABM5-125-24;g__;s__,,,,,,,,,,d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,95.2,11.0,0.735058602993,
CarAnox_mtb2-116,k__Bacteria,(UID2495),98.29,0.0,0.0,d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__AABM5-125-24;f__AABM5-125-24;g__;s__,,,,,,,,,,d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,95.63,11.0,0.738037441986,
CarAnox_mtb2-1148,c__Alphaproteobacteria,(UID3305),98.26,0.0,0.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__;s__,,,,,,,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__;s__,Placement,taxonomic classification fully defined by topology,,96.69,11.0,0.882113704814,
CarAnox_mtb2-154,c__Deltaproteobacteria,(UID3216),98.2,4.68,11.11,d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,96.39,11.0,0.42776269283600005,
CarAnox_mtb2-347,c__Alphaproteobacteria,(UID3305),98.2,2.39,0.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__,,,,,,GCA_002731375.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__GCA-2731375 sp002731375,84.75,0.77,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,96.25,11.0,0.9640016431730001,
CarAnox_mtb2-753,k__Bacteria,(UID1452),98.18,0.0,0.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__GCA-2730555;s__,,,,,,GCA_002730555.1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__GCA-2730555;s__GCA-2730555 sp002730555,80.35,0.72,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__;s__,Placement,taxonomic novelty determined using RED,,90.73,11.0,0.9532554804719999,
CarAnox_mtb2-713,c__Gammaproteobacteria,(UID4761),98.18,1.05,28.57,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__;s__,,,,,,,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__;s__,Placement,taxonomic classification fully defined by topology,,94.86,11.0,0.8819268327600001,
CarAnox_mtb2-957,c__Alphaproteobacteria,(UID3305),98.17,0.87,0.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__;s__,,,,,,,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__;s__,Placement,taxonomic novelty determined using RED,,98.33,11.0,0.82804193639,
CarAnox_mtb2-743,k__Bacteria,(UID1453),98.12,2.99,0.0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__;s__,,,,,,,,,,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,93.0,11.0,0.799323202374,
CarAnox_mtb2-335,c__Alphaproteobacteria,(UID3305),98.07,1.52,0.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__,,,,,,GCA_002731375.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__GCA-2731375 sp002731375,80.99,0.69,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,94.5,11.0,0.943829380487,
CarAnox_mtb2-1359,c__Deltaproteobacteria,(UID3216),98.06,2.58,0.0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__,Placement,taxonomic novelty determined using RED,,95.42,11.0,0.914124076238,
CarAnox_mtb2-1173,c__Gammaproteobacteria,(UID4443),98.02,0.19,0.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax xenomutans,GCF_900217905.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax xenomutans,98.2,0.88,GCF_900217905.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax xenomutans,98.2,0.88,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_000300005.1, s__Alcanivorax dieselolei, 95.0, 93.65, 0.87; GCA_002313655.1, s__Alcanivorax sp002313655, 95.0, 80.64, 0.51; GCA_002354605.1, s__Alcanivorax sp002354605, 95.0, 80.53, 0.54; GCA_002337465.1, s__Alcanivorax sp002337465, 95.0, 80.31, 0.51; GCA_002389055.1, s__Alcanivorax sp002389055, 95.0, 79.76, 0.54; GCF_002864685.1, s__Alcanivorax mobilis, 95.0, 79.64, 0.47; GCF_000300995.1, s__Alcanivorax hongdengensis, 95.0, 79.36, 0.36; GCF_900107995.1, s__Alcanivorax sp900107995, 95.0, 78.71, 0.34; GCF_000756665.1, s__Alcanivorax nanhaiticus, 95.0, 78.66, 0.23; GCF_000756655.1, s__Alcanivorax jadensis, 95.0, 78.55, 0.32; GCA_002733835.1, s__Alcanivorax sp002733835, 95.0, 78.35, 0.3; GCF_000155615.1, s__Alcanivorax sp000155615, 95.0, 78.27, 0.3; GCF_000475295.1, s__Alcanivorax sp000475295, 95.0, 78.18, 0.27; GCA_002706085.1, s__Alcanivorax sp002706085, 95.0, 78.13, 0.24; GCA_002726155.1, s__Alcanivorax sp002726155, 95.0, 77.89, 0.28; GCF_000009365.1, s__Alcanivorax borkumensis, 95.0, 77.35, 0.19",92.42,11.0,,
CarAnox_mtb2-771,c__Gammaproteobacteria,(UID4761),97.99,1.91,11.11,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__,,,,,,GCF_001444405.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas phenolica,90.96,0.83,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__,Placement,taxonomic classification fully defined by topology,"GCA_002684115.1, s__Pseudoalteromonas sp002684115, 95.0, 79.18, 0.29; GCF_001696455.1, s__Pseudoalteromonas luteoviolacea_C, 95.0, 78.97, 0.16; GCF_001750165.1, s__Pseudoalteromonas luteoviolacea_G, 95.0, 78.87, 0.18; GCF_001625695.1, s__Pseudoalteromonas luteoviolacea_B, 95.0, 78.83, 0.19; GCF_002964665.1, s__Pseudoalteromonas sp002964665, 95.0, 78.82, 0.2; GCF_000814665.1, s__Pseudoalteromonas elyakovii, 96.09, 78.82, 0.18; GCF_002850255.1, s__Pseudoalteromonas sp002850255, 95.49, 78.82, 0.18; GCF_000814765.1, s__Pseudoalteromonas luteoviolacea_H, 95.0, 78.82, 0.18; GCF_001854605.1, s__Pseudoalteromonas amylolytica, 95.0, 78.76, 0.19; GCF_002289345.1, s__Pseudoalteromonas sp002289345, 95.08, 78.72, 0.18; GCF_000788395.1, s__Pseudoalteromonas piratica, 95.0, 78.71, 0.14; GCF_001625655.1, s__Pseudoalteromonas luteoviolacea, 95.0, 78.69, 0.17; GCF_000238315.3, s__Pseudoalteromonas piscicida, 96.09, 78.68, 0.18; GCF_002208135.1, s__Pseudoalteromonas piscicida_A, 95.0, 78.68, 0.18; GCF_000238255.3, s__Pseudoalteromonas spongiae, 95.0, 78.63, 0.15; GCF_001625565.1, s__Pseudoalteromonas luteoviolacea_F, 95.0, 78.61, 0.17; GCF_001625575.1, s__Pseudoalteromonas luteoviolacea_E, 95.0, 78.6, 0.17; GCF_001854475.1, s__Pseudoalteromonas byunsanensis, 95.0, 78.59, 0.18; GCF_000967655.1, s__Pseudoalteromonas rubra_A, 95.0, 78.58, 0.16; GCF_002744175.1, s__Pseudoalteromonas piscicida_B, 95.0, 78.58, 0.17; GCF_001306915.1, s__Pseudoalteromonas lipolytica_A, 95.0, 78.56, 0.19; GCF_000238375.2, s__Pseudoalteromonas citrea, 95.0, 78.56, 0.19; GCF_001399975.1, s__Pseudoalteromonas sp001399975, 95.0, 78.53, 0.15; GCF_002591815.1, s__Pseudoalteromonas sp002591815, 95.69, 78.52, 0.18; GCF_001625595.1, s__Pseudoalteromonas luteoviolacea_A, 95.0, 78.48, 0.16; GCF_001282135.1, s__Pseudoalteromonas sp001282135, 95.0, 78.47, 0.15; GCF_001550135.1, s__Pseudoalteromonas shioyasakiensis, 95.0, 78.46, 0.19; GCF_002964785.1, s__Pseudoalteromonas sp002964785, 95.0, 78.38, 0.12; GCF_001641615.1, s__Pseudoalteromonas gelatinilytica, 95.0, 78.34, 0.2; GCF_001550155.1, s__Pseudoalteromonas arabiensis, 95.0, 78.33, 0.17; GCF_002964705.1, s__Pseudoalteromonas sp002964705, 95.0, 78.25, 0.12; GCF_002964765.1, s__Pseudoalteromonas sp002964765, 95.0, 78.14, 0.14; GCF_900116435.1, s__Pseudoalteromonas lipolytica, 95.0, 78.11, 0.18; GCF_000238295.2, s__Pseudoalteromonas rubra, 95.0, 78.11, 0.14; GCF_002165575.1, s__Pseudoalteromonas sp002165575, 95.0, 77.98, 0.14; GCF_001482385.1, s__Pseudoalteromonas rubra_B, 95.0, 77.96, 0.16; GCA_000333235.1, s__Pseudoalteromonas luteoviolacea_D, 95.0, 77.91, 0.15; GCF_002310855.1, s__Pseudoalteromonas agarivorans, 95.0, 77.83, 0.15; GCF_001401805.1, s__Pseudoalteromonas sp001401805, 95.0, 77.82, 0.16; GCA_002436365.1, s__Pseudoalteromonas lipolytica_C, 95.0, 77.79, 0.18; GCA_002685175.1, s__Pseudoalteromonas sp002685175, 95.0, 77.79, 0.17; GCF_002221525.1, s__Pseudoalteromonas espejiana, 95.0, 77.78, 0.16; GCF_002310835.1, s__Pseudoalteromonas tetraodonis, 95.0, 77.77, 0.15; GCF_002723455.1, s__Pseudoalteromonas sp002723455, 95.0, 77.77, 0.16; GCF_000238355.1, s__Pseudoalteromonas haloplanktis, 95.0, 77.75, 0.15; GCF_000498095.1, s__Pseudoalteromonas sp000498095, 95.0, 77.75, 0.12; GCF_001974855.1, s__Pseudoalteromonas sp001974855, 95.0, 77.74, 0.18; GCF_001661495.1, s__Pseudoalteromonas prydzensis, 95.0, 77.71, 0.16; GCF_001469215.1, s__Pseudoalteromonas sp001469215, 95.0, 77.64, 0.15; GCF_000690055.1, s__Pseudoalteromonas fuliginea, 95.0, 77.58, 0.14; GCF_002156545.1, s__Pseudoalteromonas ulvae, 95.0, 77.57, 0.11; GCF_000336495.1, s__Pseudoalteromonas ruthenica, 95.0, 77.57, 0.11; GCF_001974875.1, s__Pseudoalteromonas sp001974875, 95.0, 77.55, 0.14; GCF_000238275.2, s__Pseudoalteromonas undina, 95.0, 77.54, 0.18; GCF_900239935.1, s__Pseudoalteromonas carrageenovora, 95.0, 77.53, 0.15; GCF_000238395.3, s__Pseudoalteromonas arctica, 95.0, 77.5, 0.14; GCF_001468485.1, s__Pseudoalteromonas sp001468485, 95.0, 77.5, 0.15; GCF_001653135.1, s__Pseudoalteromonas neustonica, 95.0, 77.49, 0.16; GCF_001465295.1, s__Pseudoalteromonas translucida, 96.03, 77.41, 0.14; GCF_002221505.1, s__Pseudoalteromonas nigrifaciens, 96.03, 77.4, 0.14; GCF_001999225.1, s__Pseudoalteromonas aliena, 95.0, 77.39, 0.15; GCF_000238335.2, s__Pseudoalteromonas marina, 95.0, 77.37, 0.16; GCF_000239855.1, s__Pseudoalteromonas sp000239855, 95.0, 77.37, 0.15; GCF_000814675.1, s__Pseudoalteromonas distincta, 95.0, 77.36, 0.15; GCF_002310815.1, s__Pseudoalteromonas tunicata, 95.0, 77.1, 0.11; GCF_001269985.1, s__Pseudoalteromonas sp001269985, 95.0, 77.02, 0.1; GCF_900112265.1, s__Pseudoalteromonas denitrificans, 95.0, 76.73, 0.08; GCF_002276045.1, s__Pseudoalteromonas sp002276045, 95.0, 76.73, 0.09",86.69,11.0,0.997305441515,
CarAnox_mtb2-751,k__Bacteria,(UID2565),97.85,3.86,0.0,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__;s__,,,,,,GCA_002686265.1,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2686265;s__GCA-2686265 sp002686265,76.63,0.24,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__;s__,Placement,taxonomic novelty determined using RED,,90.69,11.0,0.837194994682,
CarAnox_mtb2-919,k__Bacteria,(UID2495),97.8,1.1,0.0,d__Bacteria;p__Marinisomatota;c__UBA8477;o__UBA8477;f__UBA8477;g__;s__,,,,,,,,,,d__Bacteria;p__Marinisomatota;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,95.5,11.0,0.7106357123170001,
CarAnox_mtb2-648,k__Bacteria,(UID2495),97.8,3.48,0.0,d__Bacteria;p__Hydrogenedentota;c__;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,95.6,11.0,0.385830185591,
CarAnox_mtb2-352,k__Bacteria,(UID2495),97.8,0.0,0.0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,90.4,11.0,0.6819437335690001,
CarAnox_mtb2-1249,k__Bacteria,(UID2495),97.8,0.06,0.0,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,93.67,11.0,0.516156974556,
CarAnox_mtb2-1242,k__Bacteria,(UID2495),97.8,0.0,0.0,d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__BMS3BBIN04;f__BMS3BBIN04;g__BMS3BBIN04;s__,,,,,,GCA_002898195.1,d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__BMS3BBIN04;f__BMS3BBIN04;g__BMS3BBIN04;s__BMS3BBIN04 sp002898195,77.58,0.18,d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,96.83,11.0,0.908767899315,
CarAnox_mtb2-595,o__Rhodospirillales,(UID3754),97.76,0.5,0.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__GCA-2725625;s__,,,,,,GCA_002725625.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__GCA-2725625;s__GCA-2725625 sp002725625,79.51,0.48,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__;s__,Placement,taxonomic novelty determined using RED,,97.96,11.0,0.896373814634,
CarAnox_mtb2-841,k__Bacteria,(UID2495),97.75,1.79,33.33,d__Bacteria;p__OLB16;c__OLB16;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,94.09,11.0,0.475543935365,
CarAnox_mtb2-1056,k__Bacteria,(UID2495),97.75,3.37,0.0,d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,92.84,11.0,0.718320858546,
CarAnox_mtb2-654,k__Bacteria,(UID3060),97.75,1.23,33.33,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__,,,,,,,,,,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__,Placement,taxonomic classification fully defined by topology,"GCA_002733215.1, s__Sulfurovum sp002733215, 95.0, 79.4, 0.41; GCF_000296775.1, s__Sulfurovum sp000296775, 95.0, 79.18, 0.41; GCA_002085305.1, s__Sulfurovum sp002085305, 95.0, 79.15, 0.46; GCA_002733355.1, s__Sulfurovum sp002733355, 95.0, 78.49, 0.31; GCF_001595645.1, s__Sulfurovum riftiae, 95.0, 77.74, 0.15; GCA_002281755.1, s__Sulfurovum sp002281755, 95.0, 77.69, 0.23; GCF_000987835.1, s__Sulfurovum lithotrophicum, 95.0, 77.6, 0.18; GCF_000010345.1, s__Sulfurovum sp000010345, 95.0, 77.52, 0.18; GCA_002742845.1, s__Sulfurovum sp002742845, 95.0, 77.17, 0.13; GCA_002403155.1, s__Sulfurovum sp002403155, 95.0, 77.15, 0.08",94.03,11.0,0.9673196671809999,
CarAnox_mtb2-1375,o__Sphingomonadales,(UID3310),97.74,2.16,33.33,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__,,,,,,,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__,Placement,taxonomic classification fully defined by topology,"GCF_001235865.1, s__Erythrobacter_A citreus, 95.0, 80.01, 0.45; GCF_001635685.1, s__Erythrobacter_A sp001635685, 95.0, 79.94, 0.43; GCF_001542855.1, s__Erythrobacter_A sp001542855, 95.0, 79.82, 0.44; GCF_002237615.1, s__Erythrobacter_A flavus, 95.0, 79.8, 0.42; GCF_000181515.1, s__Erythrobacter_A sp000181515, 95.0, 79.68, 0.46; GCF_002895025.1, s__Erythrobacter_A sp002895025, 95.0, 79.39, 0.36; GCF_000756795.1, s__Erythrobacter_A vulgaris, 95.0, 79.25, 0.43; GCA_003248395.1, s__Erythrobacter_A sp003248395, 95.0, 79.15, 0.42; GCF_900115585.1, s__Erythrobacter_A nanhaisediminis, 95.0, 79.14, 0.45; GCF_002795865.1, s__Erythrobacter_A seohaensis, 95.0, 79.11, 0.42; GCA_002723655.1, s__Erythrobacter_A sp002723655, 95.0, 78.91, 0.36; GCF_001678665.1, s__Erythrobacter_A sp001678665, 95.0, 78.74, 0.37; GCA_002695185.1, s__Erythrobacter_A sp002695185, 95.0, 78.63, 0.32",92.6,11.0,0.972020707629,
CarAnox_mtb2-1201,c__Deltaproteobacteria,(UID3216),97.74,4.35,14.29,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5616;g__UBA5616;s__,,,,,,GCA_002423615.1,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5616;g__UBA5616;s__UBA5616 sp002423615,76.4,0.16,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,91.77,11.0,0.8858938618860001,Genome has more than 10.8% of markers with multiple hits
CarAnox_mtb2-942,k__Bacteria,(UID2495),97.74,0.0,0.0,d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__AABM5-125-24;f__AABM5-125-24;g__;s__,,,,,,,,,,d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,93.33,11.0,0.7793110954889999,
CarAnox_mtb2-646,k__Bacteria,(UID2495),97.74,4.4,0.0,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__,,,,,,,,,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__,Placement,taxonomic novelty determined using RED,,95.02,11.0,0.825603017362,
CarAnox_mtb2-1569,k__Bacteria,(UID2495),97.74,0.0,0.0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__;g__;s__,Placement,taxonomic novelty determined using RED,,92.12,11.0,0.689286186468,
CarAnox_mtb2-1559,k__Bacteria,(UID2495),97.74,0.0,0.0,d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__AABM5-125-24;f__AABM5-125-24;g__;s__,,,,,,,,,,d__Bacteria;p__AABM5-125-24;c__AABM5-125-24;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,93.43,11.0,0.731017209947,
CarAnox_mtb2-122,k__Bacteria,(UID2565),97.73,1.14,0.0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,,,,,,,,,,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,Placement,taxonomic novelty determined using RED,,90.73,11.0,0.8417646803659999,
CarAnox_mtb2-1424,k__Bacteria,(UID2565),97.63,2.3,0.0,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__ARS98;s__,,,,,,,,,,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__,Placement,taxonomic novelty determined using RED,,85.58,11.0,0.8694262588330001,
CarAnox_mtb2-1579,k__Bacteria,(UID2565),97.62,1.7,0.0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,,,,,,GCA_003485185.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__UBA12270;s__UBA12270 sp003485185,76.3,0.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,Placement,taxonomic novelty determined using RED,,88.23,11.0,0.841735391476,
CarAnox_mtb2-1551,c__Deltaproteobacteria,(UID3217),97.62,0.2,0.0,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__;s__,Placement,taxonomic novelty determined using RED,,96.69,11.0,0.802033552625,
